Temperoculture,NGA,Original_culture_name,Period_start,Period_end,Polity_population,Polity_territory,Population_of_the_largest_settlement,Military_levels,Religious_levels,Settlement_hierarchy,Occupational_complexity,Professional_lawyers,Professional_military_officers,Professional_priesthood,Professional_soldiers,Bureaucracy_examination_system,Bureaucracy_merit_promotion,Bureaucracy_source_of_support,Fulltime_bureaucrats,Courts,Formal_legal_code,Judges,Bridges,Burial_site,Canals,Ceremonial_site,Communal_buildings,Drinking_water_supply_systems,Enclosures,Entertainment_buildings,Food_storage_sites,Irrigation_systems,Knowledge/information_buildings,Markets,Mines_or_quarries,Monumental_building_height,Ports,Roads,Special_purpose_house,Special_purpose_sites,Specialized_government_buildings,Symbolic_buildings,Trading_emporia,Utilitarian_public_buildings,Calendar,Fiction,Geometrical_measurements,History,Lists_tables_and_classifications,Measurement_of_area,Measurement_of_time,Measurement_of_length,Measurement_of_volume,Measurement_of_weight,Mnemonic_devices,Nonphonetic_writing,Phonetic_alphabetic_writing,Philosophy,Practical_literature,Religious_literature,Sacred_texts,Scientific_literature,Script,Nonwritten_records,Written_records,Articles,Debt_and_credit_structures,Foreign_coins,Indigenous_coins,Paper_currency,Precious_metals,Tokens,Fastest_individual_communication,General_postal_service,Postal_stations,Couriers,Peak_date,UTM_zone,Region,Capital,Degree_of_centralization,Language,Linguistic_family,Preceding_(quasi)polity,Relationship_to_preceding_(quasi)polity,Succeeding_(quasi)polity,Supracultural_entity,Scale_of_supracultural_interaction,Suprapolity_relations,Supernatural_enforcement_of_fairness,Supernatural_enforcement_of_human_reciprocity,Supernatural_enforcement_of_ingroup_loyalty,Name_of_official_cult,Largest_scale_ritual_name,Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience,Largest_scale_ritual_frequency_for_ritual_specialist,Largest_scale_ritual_frequency_per_participant,Most_dysphoric_ritual_name,Most_dysphoric_ritual_frequency_for_audience,Most_dysphoric_ritual_frequency_for_ritual_specialist,Most_dysphoric_ritual_frequency_per_participant,Most_euphoric_ritual_name,Most_euphoric_ritual_frequency_for_audience,Most_euphoric_ritual_frequency_for_ritual_specialist,Most_euphoric_ritual_frequency_per_participant,Most_frequent_ritual_name,Most_frequent_ritual_frequency_for_audience,Most_frequent_ritual_frequency_for_ritual_specialist,Most_frequent_ritual_frequency_per_participant,Most_widespread_ritual_name,Most_widespread_ritual_frequency_for_audience,Most_widespread_ritual_frequency_for_ritual_specialist,Most_widespread_ritual_frequency_per_participant,Name_of_other_significant_religious_or_ideological_systems,CC_PolPop,CC_PolTerr,CC_CapPop,CC_Hier,CC_Govt,CC_Infra,CC_Writing,CC_Texts,CC_Money,Percent_CCs_imputed,CCs_imputed,CC_PolPop_Regression_x0
AfHerat+1400,['Sogdiana'],Herat,1400,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['42S'],['Central Eurasia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",
AfKidar+400,['Sogdiana'],Kidarite Kingdom,400,500,1000000.0,250000.0,,4.0,1.0,4.0,,,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,,,,1.0,0.1,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.1,,,,,,1.0,429.0,['42S'],['Central Eurasia'],Gandhara,confederate state,Brahmi,Indo-European,Kushano-Sasanians,continuity,Hephthalite Empire,Indian,9000000,alliance,0.5,1.0,0.1,,Nowruz,not applicable,yearly,yearly,,,,,Nowruz,not applicable,yearly,yearly,,,,,,,,,,6.0,5.3979400086720375,,3.0,0.5454545454545454,0.6777777777777777,4.0,0.6666666666666666,5.0,0.1111111111111111,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",176.82481710743403
AfKidar+500,['Sogdiana'],Kidarite Kingdom,500,600,1000000.0,850000.0,,4.0,1.0,4.0,,,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,,,,1.0,0.1,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.1,,,,,,1.0,429.0,['42S'],['Central Eurasia'],Gandhara,confederate state,Brahmi,Indo-European,Kushano-Sasanians,continuity,Hephthalite Empire,Indian,9000000,alliance,0.5,1.0,0.1,,Nowruz,not applicable,yearly,yearly,,,,,Nowruz,not applicable,yearly,yearly,,,,,,,,,,6.0,5.929418925714293,,3.0,0.5454545454545454,0.6777777777777777,4.0,0.6666666666666666,5.0,0.1111111111111111,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",203.89642299235177
AfKushn+0,"['Kachi Plain', 'Sogdiana']",Kushan Empire,0,100,12500000.0,,,4.0,2.0,4.0,,,1.0,1.0,1.0,0.1,0.0,governed population,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,,1.0,228.0,"['42R', '42S']","['South Asia', 'Central Eurasia']",Purushapura,confederated state,Kharoshthi,Indo-European,Tocharians,continuity,Sassanid Empire - First Period,Greco-Persian,4000000,vassalage,0.5,1.0,0.1,,Nowruz,not applicable,yearly,yearly,,,,,Nowruz,not applicable,yearly,yearly,,,,,,,,,,7.096910013008057,,,3.333333333333333,0.6454545454545454,0.8999999999999999,4.0,0.7777777777777778,5.0,0.2222222222222222,0.2222222222222222,96.89257353193199
AfKushn+100,"['Kachi Plain', 'Sogdiana']",Kushan Empire,100,200,12500000.0,2000000.0,150000.0,4.0,2.0,4.0,,,1.0,1.0,1.0,0.1,0.0,governed population,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,,1.0,228.0,"['42R', '42S']","['South Asia', 'Central Eurasia']",Purushapura,confederated state,Kharoshthi,Indo-European,Tocharians,continuity,Sassanid Empire - First Period,Greco-Persian,4000000,vassalage,0.5,1.0,0.1,,Nowruz,not applicable,yearly,yearly,,,,,Nowruz,not applicable,yearly,yearly,,,,,,,,,,7.096910013008057,6.301029995663981,5.176091259055682,3.333333333333333,0.6454545454545454,0.8999999999999999,4.0,0.7777777777777778,5.0,0.0,0.0,111.42701417663588
AfKushn+200,"['Kachi Plain', 'Sogdiana']",Kushan Empire,200,300,12500000.0,2000000.0,100000.0,4.0,2.0,4.0,,,1.0,1.0,1.0,0.1,0.0,governed population,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,,1.0,228.0,"['42R', '42S']","['South Asia', 'Central Eurasia']",Purushapura,confederated state,Kharoshthi,Indo-European,Tocharians,continuity,Sassanid Empire - First Period,Greco-Persian,4000000,vassalage,0.5,1.0,0.1,,Nowruz,not applicable,yearly,yearly,,,,,Nowruz,not applicable,yearly,yearly,,,,,,,,,,7.096910013008057,6.301029995663981,5.0,3.333333333333333,0.6454545454545454,0.8999999999999999,4.0,0.7777777777777778,5.0,0.0,0.0,128.0612409987924
AfKushn+300,"['Kachi Plain', 'Sogdiana']",Kushan Empire,300,400,12500000.0,2000000.0,100000.0,4.0,2.0,4.0,,,1.0,1.0,1.0,0.1,0.0,governed population,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,,1.0,228.0,"['42R', '42S']","['South Asia', 'Central Eurasia']",Purushapura,confederated state,Kharoshthi,Indo-European,Tocharians,continuity,Sassanid Empire - First Period,Greco-Persian,4000000,vassalage,0.5,1.0,0.1,,Nowruz,not applicable,yearly,yearly,,,,,Nowruz,not applicable,yearly,yearly,,,,,,,,,,7.096910013008057,6.301029995663981,5.0,3.333333333333333,0.6454545454545454,0.8999999999999999,4.0,0.7777777777777778,5.0,0.0,0.0,141.8571210161365
AfKushn+400,"['Kachi Plain', 'Sogdiana']",Kushan Empire,400,500,12500000.0,2000000.0,100000.0,4.0,2.0,4.0,,,1.0,1.0,1.0,0.1,0.0,governed population,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,,1.0,228.0,"['42R', '42S']","['South Asia', 'Central Eurasia']",Purushapura,confederated state,Kharoshthi,Indo-European,Tocharians,continuity,Sassanid Empire - First Period,Greco-Persian,4000000,vassalage,0.5,1.0,0.1,,Nowruz,not applicable,yearly,yearly,,,,,Nowruz,not applicable,yearly,yearly,,,,,,,,,,7.096910013008057,6.301029995663981,5.0,3.333333333333333,0.6454545454545454,0.8999999999999999,4.0,0.7777777777777778,5.0,0.0,0.0,159.00248603564856
AfKushn-100,"['Kachi Plain', 'Sogdiana']",Kushan Empire,-100,0,12500000.0,,,4.0,2.0,4.0,,,1.0,1.0,1.0,0.1,0.0,governed population,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,,1.0,228.0,"['42R', '42S']","['South Asia', 'Central Eurasia']",Purushapura,confederated state,Kharoshthi,Indo-European,Tocharians,continuity,Sassanid Empire - First Period,Greco-Persian,4000000,vassalage,0.5,1.0,0.1,,Nowruz,not applicable,yearly,yearly,,,,,Nowruz,not applicable,yearly,yearly,,,,,,,,,,7.096910013008057,,,3.333333333333333,0.6454545454545454,0.8999999999999999,4.0,0.7777777777777778,5.0,0.2222222222222222,0.2222222222222222,77.96905726203624
AfKushn-200,"['Kachi Plain', 'Sogdiana']",Kushan Empire,-200,-100,14000000.0,,,4.0,2.0,4.0,,,1.0,1.0,1.0,0.1,0.0,governed population,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,,1.0,228.0,"['42R', '42S']","['South Asia', 'Central Eurasia']",Purushapura,confederated state,Kharoshthi,Indo-European,Tocharians,continuity,Sassanid Empire - First Period,Greco-Persian,4000000,vassalage,0.5,1.0,0.1,,Nowruz,not applicable,yearly,yearly,,,,,Nowruz,not applicable,yearly,yearly,,,,,,,,,,7.146128035678237,,,3.333333333333333,0.6454545454545454,0.8999999999999999,4.0,0.7777777777777778,5.0,0.2222222222222222,0.2222222222222222,54.929154713996
AfTochr+0,['Sogdiana'],Tocharians,0,100,100000.0,10000.0,,3.0,1.0,2.0,,,,1.0,,0.1,0.1,,,,,,,1.0,0.1,1.0,1.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.1,,1.0,,['42S'],['Central Eurasia'],Chien-shih,quasipolity,Bactrian,Indo-European,Scythians,elite migration,Kushan Empire,Greco-Persian,4000000,,0.5,1.0,0.1,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,,2.0,0.2,0.5666666666666667,4.0,0.6666666666666666,5.0,0.1111111111111111,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",90.39057216070513
AfTochr+100,['Sogdiana'],Tocharians,100,200,100000.0,10000.0,,3.0,1.0,2.0,,,,1.0,,0.1,0.1,,,,,,,1.0,0.1,1.0,1.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.1,,1.0,,['42S'],['Central Eurasia'],Chien-shih,quasipolity,Bactrian,Indo-European,Scythians,elite migration,Kushan Empire,Greco-Persian,4000000,,0.5,1.0,0.1,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,,2.0,0.2,0.5666666666666667,4.0,0.6666666666666666,5.0,0.1111111111111111,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",117.06151344144091
AfTochr-100,['Sogdiana'],Tocharians,-100,0,100000.0,10000.0,,3.0,1.0,2.0,,,,1.0,,0.1,0.1,,,,,,,1.0,0.1,1.0,1.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.1,,1.0,,['42S'],['Central Eurasia'],Chien-shih,quasipolity,Bactrian,Indo-European,Scythians,elite migration,Kushan Empire,Greco-Persian,4000000,,0.5,1.0,0.1,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,,2.0,0.2,0.5666666666666667,4.0,0.6666666666666666,5.0,0.1111111111111111,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",77.91345090598547
Ashanti+1700,['Ghanaian Coast'],Asantemanso,1700,1800,,,22500.0,6.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,state salary,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,1.0,1811.0,['30N'],['Africa'],Kumasi,confederated state,Twi,Kwa,Asantemanso Kingdom,continuity,British Empire Gold Coast Colony,West Africa,5112903,none,,,,,Yam Festival,yearly,yearly,yearly,Exorcism,yearly,yearly,once per generation,Healing ritual in ecstatic churches,yearly,yearly,yearly,Monocot Ceremony,monthly,monthly,monthly,Apo festival,yearly,yearly,yearly,,,,4.352182518111363,4.666666666666667,0.4545454545454545,0.3333333333333333,4.0,0.4444444444444444,3.0,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",
Ashanti+1800,['Ghanaian Coast'],Asantemanso,1800,1900,,,22500.0,6.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,state salary,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,1.0,1811.0,['30N'],['Africa'],Kumasi,confederated state,Twi,Kwa,Asantemanso Kingdom,continuity,British Empire Gold Coast Colony,West Africa,5112903,none,,,,,Yam Festival,yearly,yearly,yearly,Exorcism,yearly,yearly,once per generation,Healing ritual in ecstatic churches,yearly,yearly,yearly,Monocot Ceremony,monthly,monthly,monthly,Apo festival,yearly,yearly,yearly,,,,4.352182518111363,4.666666666666667,0.4545454545454545,0.3333333333333333,4.0,0.4444444444444444,3.0,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",
Ashanti+1900,['Ghanaian Coast'],Asantemanso,1900,2000,3000000.0,259000.0,22500.0,6.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,state salary,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,1.0,1811.0,['30N'],['Africa'],Kumasi,confederated state,Twi,Kwa,Asantemanso Kingdom,continuity,British Empire Gold Coast Colony,West Africa,5112903,none,,,,,Yam Festival,yearly,yearly,yearly,Exorcism,yearly,yearly,once per generation,Healing ritual in ecstatic churches,yearly,yearly,yearly,Monocot Ceremony,monthly,monthly,monthly,Apo festival,yearly,yearly,yearly,,6.477121254719663,5.413299764081252,4.352182518111363,4.666666666666667,0.4545454545454545,0.3333333333333333,4.0,0.4444444444444444,3.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
BrookeRaj+1900,['Kapuasi Basin'],Iban,1900,2000,,124450.0,500.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,state salary,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1922.0,['49N'],['Southeast Asia'],Kuching,loose,Iban,Malayo-Polynesian,Sultanate of Brunei,elite migration,Indonesia,South-East Asia,4500000,none,,,,,The rites of manggol,yearly,yearly,yearly,Funerary ritual,once per generation,annually,once per generation,Mandi rumah,once per generation,once per generation,once per generation,Piring,daily,,daily,Piring Food Offerings,daily,daily,daily,,,5.094994900944612,2.6989700043360187,1.3333333333333333,0.6363636363636364,0.1111111111111111,1.0,0.0,6.0,0.1111111111111111,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",
BrookeRaj+2000,['Kapuasi Basin'],Iban,2000,2100,439000.0,124450.0,500.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,state salary,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1922.0,['49N'],['Southeast Asia'],Kuching,loose,Iban,Malayo-Polynesian,Sultanate of Brunei,elite migration,Indonesia,South-East Asia,4500000,vassalage,,,,,The rites of manggol,yearly,yearly,yearly,Funerary ritual,once per generation,annually,once per generation,Mandi rumah,once per generation,once per generation,once per generation,Piring,daily,,daily,Piring Food Offerings,daily,daily,daily,,5.642464520242123,5.094994900944612,2.6989700043360187,1.3333333333333333,0.6363636363636364,0.1111111111111111,1.0,0.1111111111111111,6.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",16.193820026016112
CahokiaExtra+1800,['Cahokia'],French colonial Middle Mississippi,1800,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['15S'],['North America'],Fort de Chartres,,French,Indo-European,Inoca,,,,,,1.0,1.0,0.0,Christianity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",
Cn5Dyna+1000,['Middle Yellow River Valley'],Five Dynasties,1000,1100,,,,,,,,,1.0,,1.0,1.0,1.0,state salary,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,,,,,1.0,,['50S'],['East Asia'],K'ai-feng,unitary state,Chinese,Sino-Tibetan,,,,,,,1.0,1.0,0.1,,imperial sacrifice at the capital,yearly,yearly,yearly,blood covenant,not applicable,,,New Year celebrations,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,ancestor rites,not applicable,monthly,monthly,,,,,,0.7272727272727273,0.8888888888888888,4.0,1.0,5.0,0.4444444444444444,"[1, 1, 1, 1, 0, 0, 0, 0, 0]",
CnChuSA-400,['Middle Yellow River Valley'],Chu,-400,-300,,200000.0,,5.0,1.0,4.0,,,,1.0,1.0,0.0,1.0,land,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.1,0.1,0.0,1.0,1.0,,0.1,1.0,1.0,-680.0,['50S'],['East Asia'],Ying,loose,Chinese,Sino-Tibetan,Western Zhou,elite migration,Chu,Chinese,3000000,vassalage,,1.0,,,royal tillage,not applicable,yearly,yearly,blood covenant,not applicable,,,Great Cha,not applicable,not applicable,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,,5.301029995663981,,3.333333333333333,0.7272727272727273,0.7777777777777778,4.0,0.8888888888888888,3.0,0.2222222222222222,"[1, 0, 1, 0, 0, 0, 0, 0, 0]",
CnChuSA-500,['Middle Yellow River Valley'],Chu,-500,-400,,200000.0,,5.0,1.0,4.0,,,,1.0,1.0,0.0,1.0,land,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.1,0.1,0.0,1.0,1.0,,0.1,1.0,1.0,-680.0,['50S'],['East Asia'],Ying,loose,Chinese,Sino-Tibetan,Western Zhou,elite migration,Chu,Chinese,3000000,vassalage,,1.0,,,royal tillage,not applicable,yearly,yearly,blood covenant,not applicable,,,Great Cha,not applicable,not applicable,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,,5.301029995663981,,3.333333333333333,0.7272727272727273,0.7777777777777778,4.0,0.8888888888888888,3.0,0.2222222222222222,"[1, 0, 1, 0, 0, 0, 0, 0, 0]",
CnChuSA-600,['Middle Yellow River Valley'],Chu,-600,-500,,370000.0,,5.0,1.0,4.0,,,,1.0,1.0,0.0,1.0,land,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.1,0.1,0.0,1.0,1.0,,0.1,1.0,1.0,-680.0,['50S'],['East Asia'],Ying,loose,Chinese,Sino-Tibetan,Western Zhou,elite migration,Chu,Chinese,3000000,vassalage,,1.0,,,royal tillage,not applicable,yearly,yearly,blood covenant,not applicable,,,Great Cha,not applicable,not applicable,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,,5.568201724066995,,3.333333333333333,0.7272727272727273,0.7777777777777778,4.0,0.8888888888888888,3.0,0.2222222222222222,"[1, 0, 1, 0, 0, 0, 0, 0, 0]",
CnChuSA-700,['Middle Yellow River Valley'],Chu,-700,-600,,50000.0,,5.0,1.0,4.0,,,,1.0,1.0,0.0,1.0,land,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.1,0.1,0.0,1.0,1.0,,0.1,1.0,1.0,-680.0,['50S'],['East Asia'],Ying,loose,Chinese,Sino-Tibetan,Western Zhou,elite migration,Chu,Chinese,3000000,vassalage,,1.0,,,royal tillage,not applicable,yearly,yearly,blood covenant,not applicable,,,Great Cha,not applicable,not applicable,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,,4.698970004336019,,3.333333333333333,0.7272727272727273,0.7777777777777778,4.0,0.8888888888888888,3.0,0.2222222222222222,"[1, 0, 1, 0, 0, 0, 0, 0, 0]",
CnChuWS-200,['Middle Yellow River Valley'],Chu,-200,-100,,460000.0,,5.0,,4.0,,,1.0,,1.0,0.0,1.0,state salary,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,,1.0,0.0,,,1.0,1.0,,,,,0.1,1.0,1.0,,0.1,1.0,1.0,-390.0,['50S'],['East Asia'],Shouchun,confederated state,Chinese,Sino-Tibetan,Chu,continuity,imperial Qin,China,9000000,nominal,,1.0,,,royal tillage,not applicable,yearly,yearly,blood covenant,not applicable,,,feast,not applicable,,,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,,5.662757831681574,,4.5,0.6363636363636364,0.6666666666666666,4.0,0.5555555555555556,3.0,0.2222222222222222,"[1, 0, 1, 0, 0, 0, 0, 0, 0]",
