Temperoculture,NGA,Original_culture_name,Period_start,Period_end,Polity_population,Polity_territory,Population_of_the_largest_settlement,Administrative_levels,Military_levels,Religious_levels,Settlement_hierarchy,Largest_communication_distance,Occupational_complexity,Professional_lawyers,Professional_military_officers,Professional_priesthood,Professional_soldiers,Bureaucracy_examination_system,Bureaucracy_merit_promotion,Bureaucracy_source_of_support,Fulltime_bureaucrats,Courts,Formal_legal_code,Judges,Bridges,Burial_site,Canals,Ceremonial_site,Communal_buildings,Drinking_water_supply_systems,Enclosures,Entertainment_buildings,Food_storage_sites,Irrigation_systems,Knowledge/information_buildings,Markets,Mines_or_quarries,Monumental_building_cost,Monumental_building_extent,Monumental_building_height,Ports,Roads,Special_purpose_house,Special_purpose_sites,Specialized_government_buildings,Symbolic_buildings,Trading_emporia,Utilitarian_public_buildings,Other_polity-owned_site,Calendar,Fiction,Geometrical_measurements,History,Lists_tables_and_classifications,Measurement_of_area,Measurement_of_time,Measurement_of_length,Measurement_of_volume,Measurement_of_weight,Mnemonic_devices,Nonphonetic_writing,Phonetic_alphabetic_writing,Philosophy,Practical_literature,Religious_literature,Sacred_texts,Scientific_literature,Script,Nonwritten_records,Written_records,Articles,Debt_and_credit_structures,Foreign_coins,Indigenous_coins,Paper_currency,Precious_metals,Store_of_wealth,Tokens,Fastest_individual_communication,General_postal_service,Postal_stations,Couriers,Peak_date,UTM_zone,Region,Capital,Degree_of_centralization,Language,Linguistic_family,Preceding_(quasi)polity,Relationship_to_preceding_(quasi)polity,Succeeding_(quasi)polity,Supracultural_entity,Scale_of_supracultural_interaction,Suprapolity_relations,High_gods_(creator_gods),Supernatural_enforcement_of_fairness,Supernatural_enforcement_of_human_reciprocity,Supernatural_enforcement_of_ingroup_loyalty,Name_of_official_cult,Largest_scale_ritual_name,Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience,Largest_scale_ritual_frequency_for_ritual_specialist,Largest_scale_ritual_frequency_per_participant,Most_dysphoric_ritual_name,Most_dysphoric_ritual_frequency_for_audience,Most_dysphoric_ritual_frequency_for_ritual_specialist,Most_dysphoric_ritual_frequency_per_participant,Most_euphoric_ritual_name,Most_euphoric_ritual_frequency_for_audience,Most_euphoric_ritual_frequency_for_ritual_specialist,Most_euphoric_ritual_frequency_per_participant,Most_frequent_ritual_name,Most_frequent_ritual_frequency_for_audience,Most_frequent_ritual_frequency_for_ritual_specialist,Most_frequent_ritual_frequency_per_participant,Most_widespread_ritual_name,Most_widespread_ritual_frequency_for_audience,Most_widespread_ritual_frequency_for_ritual_specialist,Most_widespread_ritual_frequency_per_participant,Name_of_other_significant_religious_or_ideological_systems,CC_PolPop,CC_PolTerr,CC_CapPop,CC_Hier,CC_Govt,CC_Infra,CC_Writing,CC_Texts,CC_Money,BasePolity,Percent_CCs_imputed,CCs_imputed
CnQingE+1700,"['Middle Yellow River Valley', 'Orkhon Valley']",Qing,1700,1800,100000000,13100000,668200,7,10,3,7,3270,,1,1,1,,1,1,state salary,1,1,1,1,1,1,1,1,1,0.1,1,1,1,1,1,1,1,,2000,,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,,1,1,1,1795,"['50S', '48T']","['East Asia', 'Central Eurasia']",Beijing,unitary state,Chinese,Mongolic,Late Ming,continuity,Late Qing,China,13100000,alliance,,1,1,0.1,,imperial sacrifice at the capital,yearly,yearly,yearly,palace exams,yearly,yearly,yearly,New Year celebrations,not applicable,yearly,yearly,daily Kunninggong sacrifices,daily,daily,daily,ancestor worship,not applicable,monthly,monthly,,8,7.11727129565576,5.82490647130211,6.66666666666667,0.909090909090909,0.9,4,1,6,CnQingE,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
CnQingE+1800,"['Middle Yellow River Valley', 'Orkhon Valley']",Qing,1800,1900,100000000,13100000,668200,7,10,3,7,3270,,1,1,1,,1,1,state salary,1,1,1,1,1,1,1,1,1,0.1,1,1,1,1,1,1,1,,2000,,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,,1,1,1,1795,"['50S', '48T']","['East Asia', 'Central Eurasia']",Beijing,unitary state,Chinese,Mongolic,Late Ming,continuity,Late Qing,China,13100000,alliance,,1,1,0.1,,imperial sacrifice at the capital,yearly,yearly,yearly,palace exams,yearly,yearly,yearly,New Year celebrations,not applicable,yearly,yearly,daily Kunninggong sacrifices,daily,daily,daily,ancestor worship,not applicable,monthly,monthly,,8,7.11727129565576,5.82490647130211,6.66666666666667,0.909090909090909,0.9,4,1,6,CnQingE,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
CnQingL+1800,"['Middle Yellow River Valley', 'Orkhon Valley']",Late Qing,1800,1900,295000000,11300000,890892,7,10,3,7,3270,,1,1,1,,1,1,state salary,1,1,1,1,1,1,1,1,1,0.1,1,1,1,1,1,1,1,80,2000,,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,,1,1,1,1850,"['50S', '48T']","['East Asia', 'Central Eurasia']",Beijing,unitary state,Chinese,Sino-Tibetan,Early Qing,continuity,Republic of China,China,11300000,alliance,,1,1,0.1,,imperial sacrifice at the capital,yearly,yearly,yearly,palace exams,yearly,yearly,yearly,New Year celebrations,yearly,yearly,yearly,daily Kunninggong sacrifices,daily,daily,daily,ancestor worship,not applicable,monthly,monthly,,8.46982201597816,7.05307844348342,5.94982505909083,6.66666666666667,0.909090909090909,0.9,4,1,6,CnQingL,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
CnQingL+1900,"['Middle Yellow River Valley', 'Orkhon Valley']",Late Qing,1900,2000,334000000,11300000,1039360,7,10,3,7,3270,,1,1,1,,1,1,state salary,1,1,1,1,1,1,1,1,1,0.1,1,1,1,1,1,1,1,80,2000,,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,,1,1,1,1850,"['50S', '48T']","['East Asia', 'Central Eurasia']",Beijing,unitary state,Chinese,Sino-Tibetan,Early Qing,continuity,Republic of China,China,11300000,alliance,,1,1,0.1,,imperial sacrifice at the capital,yearly,yearly,yearly,palace exams,yearly,yearly,yearly,New Year celebrations,yearly,yearly,yearly,daily Kunninggong sacrifices,daily,daily,daily,ancestor worship,not applicable,monthly,monthly,,8.52374646681156,7.05307844348342,6.01676599888905,6.66666666666667,0.909090909090909,0.9,4,1,6,CnQingL,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
CnQingL+2000,"['Middle Yellow River Valley', 'Orkhon Valley']",Late Qing,2000,2100,334000000,11300000,1104372,7,10,3,7,3270,,1,1,1,,1,1,state salary,1,1,1,1,1,1,1,1,1,0.1,1,1,1,1,1,1,1,80,2000,,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,,1,1,1,1850,"['50S', '48T']","['East Asia', 'Central Eurasia']",Beijing,unitary state,Chinese,Sino-Tibetan,Early Qing,continuity,Republic of China,China,11300000,alliance,,1,1,0.1,,imperial sacrifice at the capital,yearly,yearly,yearly,palace exams,yearly,yearly,yearly,New Year celebrations,yearly,yearly,yearly,daily Kunninggong sacrifices,daily,daily,daily,ancestor worship,not applicable,monthly,monthly,,8.52374646681156,7.05307844348342,6.04311538710192,6.66666666666667,0.909090909090909,0.9,4,1,6,CnQingL,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
CnSui+600,['Middle Yellow River Valley'],Sui Dynasty,600,700,46000000,3000000,500000,5,6,3,3,1300,,1,1,0.1,1,1,1,state salary,1,1,1,0,1,1,1,1,1,0.1,1,,1,1,1,1,1,,120,40,,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,1,0.1,1,1,,,1,1,1,608,['50S'],['East Asia'],Luoyang,unitary state,Chinese,Sino-Tibetan,Northern Zhou,continuity,Early Tang,Chinese,3000000,none,,1,1,0.1,,imperial sacrifice at the capital,yearly,yearly,yearly,blood covenant,not applicable,,,New Year's celebrations,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,7.66275783168157,6.47712125471966,5.69897000433602,4,0.827272727272727,0.788888888888889,4,1,5,CnSui,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
CnSui+700,['Middle Yellow River Valley'],Sui Dynasty,700,800,46000000,3000000,500000,5,6,3,3,1300,,1,1,0.1,1,1,1,state salary,1,1,1,0,1,1,1,1,1,0.1,1,,1,1,1,1,1,,120,40,,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,1,0.1,1,1,,,1,1,1,608,['50S'],['East Asia'],Luoyang,unitary state,Chinese,Sino-Tibetan,Northern Zhou,continuity,Early Tang,Chinese,3000000,none,,1,1,0.1,,imperial sacrifice at the capital,yearly,yearly,yearly,blood covenant,not applicable,,,New Year's celebrations,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,7.66275783168157,6.47712125471966,5.69897000433602,4,0.827272727272727,0.788888888888889,4,1,5,CnSui,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
CnTangE+700,"['Middle Yellow River Valley', 'Orkhon Valley']",Tang Dynasty,700,800,37000000,5067000,1000000,7,8,2,3,1400,,1,1,1,0,1,1,state,1,1,1,1,1,1,1,1,1,0.1,1,1,1,1,1,1,1,,2080,50,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,1,0.1,1,1,,,1,1,1,739,"['50S', '48T']","['East Asia', 'Central Eurasia']",Chang'an,unitary state,Chinese,Sino-Tibetan,Sui Dynasty,continuation,Tang Dynasty,China,5000000,none,,1,1,0.1,,imperial sacrifice at the capital,once per generation,once per generation,once in a lifetime,blood covenant,not applicable,,,New Year celebrations,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,7.568201724067,6.70475090429067,6,4.33333333333333,0.909090909090909,0.9,4,1,5,CnTangE,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
CnTangE+800,"['Middle Yellow River Valley', 'Orkhon Valley']",Tang Dynasty,800,900,52800000,4100000,1000000,7,8,2,3,1400,,1,1,1,1,1,1,state,1,1,1,1,1,1,1,1,1,0.1,1,1,1,1,1,1,1,,2080,50,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,1,0.1,1,1,,,1,1,1,739,"['50S', '48T']","['East Asia', 'Central Eurasia']",Chang'an,unitary state,Chinese,Sino-Tibetan,Sui Dynasty,continuation,Tang Dynasty,China,5000000,none,,1,1,0.1,,imperial sacrifice at the capital,once per generation,once per generation,once in a lifetime,blood covenant,not applicable,,,New Year celebrations,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,7.72263392253381,6.61278385671974,6,4.33333333333333,1,0.9,4,1,5,CnTangE,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
CnTangL+800,['Middle Yellow River Valley'],Tang Dynasty,800,900,40000000,3243000,1000000,7,5,2,3,1300,,1,1,1,1,1,1,state,1,1,1,1,1,1,1,1,1,0.1,1,1,1,1,1,1,1,,11.75,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,1,0.1,1,1,,,1,1,1,819,['50S'],['East Asia'],Luoyang,confederated state,Chinese,Sino-Tibetan,Tang Dynasty,continuation,Five Dynasties,China,5000000,none,,1,1,0.1,,imperial sacrifice at the capital,once per generation,once per generation,once in a lifetime,blood covenant,not applicable,,,New Year celebrations,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,7.60205999132796,6.51094694867297,6,3.33333333333333,1,0.9,4,1,5,CnTangL,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
CnTangL+900,['Middle Yellow River Valley'],Tang Dynasty,900,1000,60000000,1500000,1000000,7,5,2,3,1300,,1,1,1,1,1,1,state,1,1,1,1,1,1,1,1,1,0.1,1,1,1,1,1,1,1,,11.75,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,1,0.1,1,1,,,1,1,1,819,['50S'],['East Asia'],Luoyang,confederated state,Chinese,Sino-Tibetan,Tang Dynasty,continuation,Five Dynasties,China,5000000,none,,1,1,0.1,,imperial sacrifice at the capital,once per generation,once per generation,once in a lifetime,blood covenant,not applicable,,,New Year celebrations,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,7.77815125038364,6.17609125905568,6,3.33333333333333,1,0.9,4,1,5,CnTangL,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
CnTangL+1000,['Middle Yellow River Valley'],Tang Dynasty,1000,1100,60000000,1500000,1000000,7,5,2,3,1300,,1,1,1,1,1,1,state,1,1,1,1,1,1,1,1,1,0.1,1,1,1,1,1,1,1,,11.75,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,1,0.1,1,1,,,1,1,1,819,['50S'],['East Asia'],Luoyang,confederated state,Chinese,Sino-Tibetan,Tang Dynasty,continuation,Five Dynasties,China,5000000,none,,1,1,0.1,,imperial sacrifice at the capital,once per generation,once per generation,once in a lifetime,blood covenant,not applicable,,,New Year celebrations,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,7.77815125038364,6.17609125905568,6,3.33333333333333,1,0.9,4,1,5,CnTangL,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
CnWHan-200,['Middle Yellow River Valley'],Han Empire,-200,-100,45000000,2433000,250000,7,7,3,6,1500,,1,,0.1,0.1,1,1,state salary,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,,2,2400 m,,1,1,1,,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,1,1,1,1,1,1,0.1,1,1,1,1,,,1,1,1,-100,['50S'],['East Asia'],Chang 'an,unitary state,Chinese,Sino-Tibetan,Imperial Qin,elite migration,Eastern Han,China,3000000,alliance,moralizing,,1,,,imperial sacrifice at the capital,yearly,yearly,yearly,blood covenant,not applicable,,,Lunar New Year,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,7.65321251377534,6.38614210893082,5.39794000867204,5.33333333333333,0.745454545454545,0.888888888888889,4,0.888888888888889,6,CnWHan,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
CnWHan-100,['Middle Yellow River Valley'],Han Empire,-100,0,45000000,4567000,250000,7,7,3,6,1500,,1,,0.1,0.1,1,1,state salary,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,,2,2400 m,,1,1,1,,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,1,1,1,1,1,1,0.1,1,1,1,1,,,1,1,1,-100,['50S'],['East Asia'],Chang 'an,unitary state,Chinese,Sino-Tibetan,Imperial Qin,elite migration,Eastern Han,China,3000000,alliance,moralizing,,1,,,imperial sacrifice at the capital,yearly,yearly,yearly,blood covenant,not applicable,,,Lunar New Year,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,7.65321251377534,6.659631011607,5.39794000867204,5.33333333333333,0.745454545454545,0.888888888888889,4,0.888888888888889,6,CnWHan,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
CnWHan+0,['Middle Yellow River Valley'],Han Empire,0,100,57600000,4917000,250000,7,7,3,6,1500,,1,,0.1,0.1,1,1,state salary,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,,2,2400 m,,1,1,1,,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,1,1,1,1,1,1,0.1,1,1,1,1,,,1,1,1,-100,['50S'],['East Asia'],Chang 'an,unitary state,Chinese,Sino-Tibetan,Imperial Qin,elite migration,Eastern Han,China,3000000,alliance,moralizing,,1,,,imperial sacrifice at the capital,yearly,yearly,yearly,blood covenant,not applicable,,,Lunar New Year,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,7.76042248342321,6.69170020829016,5.39794000867204,5.33333333333333,0.745454545454545,0.888888888888889,4,0.888888888888889,6,CnWHan,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
CnWHan+100,['Middle Yellow River Valley'],Han Empire,100,200,57600000,4917000,250000,7,7,3,6,1500,,1,,0.1,0.1,1,1,state salary,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,,2,2400 m,,1,1,1,,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,1,1,1,1,1,1,0.1,1,1,1,1,,,1,1,1,-100,['50S'],['East Asia'],Chang 'an,unitary state,Chinese,Sino-Tibetan,Imperial Qin,elite migration,Eastern Han,China,3000000,alliance,moralizing,,1,,,imperial sacrifice at the capital,yearly,yearly,yearly,blood covenant,not applicable,,,Lunar New Year,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,7.76042248342321,6.69170020829016,5.39794000867204,5.33333333333333,0.745454545454545,0.888888888888889,4,0.888888888888889,6,CnWHan,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
CnWZhou-1000,['Middle Yellow River Valley'],Western Zhou,-1000,-900,5000000,850000,100000,5,4,2,5,900,1,,,1,1,0.1,1,governed population,1,1,1,1,1,,1,1,1,,,,,1,1,1,1,,,27,,1,1,1,1,1,0.1,1,,1,1,1,1,1,1,1,1,1,1,,1,0,,1,1,,1,1,1,1,1,,0.1,0.1,0,,,1,,0.1,1,1,-937,['50S'],['East Asia'],Zhongzhou,unitary state,Chinese,Sino-Tibetan,Late Shang,elite migration,Zhou Kingdom,2000000,,vassalage,moralizing,,,,,royal tillage,not applicable,yearly,yearly,punitive cannibalism,,,,feast,,,,ancestor worship,not applicable,seasonally,seasonally,agricultural ceremonies,not applicable,seasonally,seasonally,,6.69897000433602,5.92941892571429,5,3.66666666666667,0.736363636363636,0.666666666666667,4,0.777777777777778,2,CnWZhou,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
CnWZhou-900,['Middle Yellow River Valley'],Western Zhou,-900,-800,9000000,850000,125000,5,4,2,5,900,1,,,1,1,0.1,1,governed population,1,1,1,1,1,,1,1,1,,,,,1,1,1,1,,,27,,1,1,1,1,1,0.1,1,,1,1,1,1,1,1,1,1,1,1,,1,0,,1,1,,1,1,1,1,1,,0.1,0.1,0,,,1,,0.1,1,1,-937,['50S'],['East Asia'],Zhongzhou,unitary state,Chinese,Sino-Tibetan,Late Shang,elite migration,Zhou Kingdom,2000000,,vassalage,moralizing,,,,,royal tillage,not applicable,yearly,yearly,punitive cannibalism,,,,feast,,,,ancestor worship,not applicable,seasonally,seasonally,agricultural ceremonies,not applicable,seasonally,seasonally,,6.95424250943933,5.92941892571429,5.09691001300806,3.66666666666667,0.736363636363636,0.666666666666667,4,0.777777777777778,2,CnWZhou,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
CnWZhou-800,['Middle Yellow River Valley'],Western Zhou,-800,-700,13500000,850000,125000,5,4,2,5,900,1,,,1,1,0.1,1,governed population,1,1,1,1,1,,1,1,1,,,,,1,1,1,1,,,27,,1,1,1,1,1,0.1,1,,1,1,1,1,1,1,1,1,1,1,,1,0,,1,1,,1,1,1,1,1,,0.1,0.1,0,,,1,,0.1,1,1,-937,['50S'],['East Asia'],Zhongzhou,unitary state,Chinese,Sino-Tibetan,Late Shang,elite migration,Zhou Kingdom,2000000,,vassalage,moralizing,,,,,royal tillage,not applicable,yearly,yearly,punitive cannibalism,,,,feast,,,,ancestor worship,not applicable,seasonally,seasonally,agricultural ceremonies,not applicable,seasonally,seasonally,,7.13033376849501,5.92941892571429,5.09691001300806,3.66666666666667,0.736363636363636,0.666666666666667,4,0.777777777777778,2,CnWZhou,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
CnWZhou-700,['Middle Yellow River Valley'],Western Zhou,-700,-600,13500000,850000,125000,5,4,2,5,900,1,,,1,1,0.1,1,governed population,1,1,1,1,1,,1,1,1,,,,,1,1,1,1,,,27,,1,1,1,1,1,0.1,1,,1,1,1,1,1,1,1,1,1,1,,1,0,,1,1,,1,1,1,1,1,,0.1,0.1,0,,,1,,0.1,1,1,-937,['50S'],['East Asia'],Zhongzhou,unitary state,Chinese,Sino-Tibetan,Late Shang,elite migration,Zhou Kingdom,2000000,,vassalage,moralizing,,,,,royal tillage,not applicable,yearly,yearly,punitive cannibalism,,,,feast,,,,ancestor worship,not applicable,seasonally,seasonally,agricultural ceremonies,not applicable,seasonally,seasonally,,7.13033376849501,5.92941892571429,5.09691001300806,3.66666666666667,0.736363636363636,0.666666666666667,4,0.777777777777778,2,CnWZhou,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
CnYuan+1300,"['Middle Yellow River Valley', 'Orkhon Valley']",Great Yuan,1300,1400,60491000,24000000,800000,8,6,3,7,3270,,1,1,1,1,1,1,state salary,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,8,0,1,1,1309,"['50S', '48T']","['East Asia', 'Central Eurasia']",Shangdu,unitary state,Chinese,Sino-Tibetan,Mongol Empire,continuity,Early Ming,China,17000000,alliance,,1,1,0.1,,New Year festival,yearly,yearly,yearly,blood covenant,,,,New Year festival,yearly,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,birthday of the great khan,not applicable,yearly,yearly,,7.78169076405591,7.38021124171161,5.90308998699194,5.33333333333333,1,0.888888888888889,4,1,6,CnYuan,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
CnYuan+1400,"['Middle Yellow River Valley', 'Orkhon Valley']",Great Yuan,1400,1500,60491000,24000000,800000,8,6,3,7,3270,,1,1,1,1,1,1,state salary,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,8,0,1,1,1309,"['50S', '48T']","['East Asia', 'Central Eurasia']",Shangdu,unitary state,Chinese,Sino-Tibetan,Mongol Empire,continuity,Early Ming,China,17000000,alliance,,1,1,0.1,,New Year festival,yearly,yearly,yearly,blood covenant,,,,New Year festival,yearly,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,birthday of the great khan,not applicable,yearly,yearly,,7.78169076405591,7.38021124171161,5.90308998699194,5.33333333333333,1,0.888888888888889,4,1,6,CnYuan,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
CoTairo+1000,['North Colombia'],Tairona,1000,1100,1087,150,100,3,4,1,2,13,,,1,1,1,,,,1,,,,1,1,,1,1,1,0.1,,1,1,,1,1,,82,13,1,1,1,1,1,1,,1,,0,0,,0,0,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0.1,0.1,0,1,1,1,1,0.1,,,,['18P'],['South America'],Taironaca,quasipolity,atanque,Chibcha,Nahuange,continuity,Spanish Empire,Chibchan (Isthmian-Colombian) region,,alliance,active,,,0.1,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,,,,public feast,,,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,3.03622954408629,2.17609125905568,2,2.33333333333333,0.454545454545454,0.888888888888889,2,0,3,CoTairo,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
CoTairo+1100,['North Colombia'],Tairona,1100,1200,1087,150,100,3,4,1,2,13,,,1,1,1,,,,1,,,,1,1,,1,1,1,0.1,,1,1,,1,1,,82,13,1,1,1,1,1,1,,1,,0,0,,0,0,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0.1,0.1,0,1,1,1,1,0.1,,,,['18P'],['South America'],Taironaca,quasipolity,atanque,Chibcha,Nahuange,continuity,Spanish Empire,Chibchan (Isthmian-Colombian) region,,alliance,active,,,0.1,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,,,,public feast,,,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,3.03622954408629,2.17609125905568,2,2.33333333333333,0.454545454545454,0.888888888888889,2,0,3,CoTairo,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
CoTairo+1200,['North Colombia'],Tairona,1200,1300,1087,150,150,3,4,1,2,13,,,1,1,1,,,,1,,,,1,1,,1,1,1,0.1,,1,1,,1,1,,82,13,1,1,1,1,1,1,,1,,0,0,,0,0,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0.1,0.1,0,1,1,1,1,0.1,,,,['18P'],['South America'],Taironaca,quasipolity,atanque,Chibcha,Nahuange,continuity,Spanish Empire,Chibchan (Isthmian-Colombian) region,,alliance,active,,,0.1,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,,,,public feast,,,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,3.03622954408629,2.17609125905568,2.17609125905568,2.33333333333333,0.454545454545454,0.888888888888889,2,0,3,CoTairo,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
CoTairo+1300,['North Colombia'],Tairona,1300,1400,1087,150,150,3,4,1,2,13,,,1,1,1,,,,1,,,,1,1,,1,1,1,0.1,,1,1,,1,1,,82,13,1,1,1,1,1,1,,1,,0,0,,0,0,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0.1,0.1,0,1,1,1,1,0.1,,,,['18P'],['South America'],Taironaca,quasipolity,atanque,Chibcha,Nahuange,continuity,Spanish Empire,Chibchan (Isthmian-Colombian) region,,alliance,active,,,0.1,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,,,,public feast,,,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,3.03622954408629,2.17609125905568,2.17609125905568,2.33333333333333,0.454545454545454,0.888888888888889,2,0,3,CoTairo,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
